,Temperature,Humidity,Pressure,CO2,Light,PM25,Audio,temp_size,temp_offset,hum_size,hum_offset,light,sound,co2,pmlow,pmhigh,response,hours,minutes
0,21.999999999999957,48.79999999999991,999.9490000000012,398,0.0,0,12,4,20,25,40,150,30,2000,12,35,1,0,2
1,21.999999999999957,48.69999999999991,999.9480000000012,398,0.0,0,16,4,20,25,40,150,30,2000,12,35,1,0,4
